"doc_id","year","pope","region","genre","persons","summary","is_dispute","is_dispute_conf","dispute_parties","dispute_parties_conf","matched_principal","domain","domain_conf","domain_other_detail"
"158516","1235","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Louis IX, Roi de France (addressee) | Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention) | Louis VIII, Roi de France (subject_or_mention)","Pope Gregory IX writes to King Louis IX of France asking him to continue holding the terra Venusina (Venaissin) in custody on behalf of the Roman Church, as he has done until now, until the rights of the Empire and others can be clarified. The pope notes that Emperor Frederick II has demanded its restitution and various prelates and others also claim rights there, but the matter is unresolved; he announces that Master P. de Collemedio will conduct an inquiry. Louis VIII (Louis IX's father) is mentioned as the one who originally promoted the peace and faith negotium. This is not a live dispute being adjudicated but rather a diplomatic/administrative request to maintain the status quo pending investigation.","no","medium","","","","secular_territorial","high",""
"158517","1235","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Louis IX, Roi de France (addressee)","Pope Gregory IX writes to King Louis IX of France regarding the ""terra Venusina"" (land of Venosa). The pope instructs the king that if he no longer wishes to retain this land, he should resign/hand it over to Master P[eter] de Collemedio, provost of Saint-Omer and papal chaplain, saving the rights of all parties. This is a directive about the disposition of a territorial holding, not an active dispute being adjudicated. Louis IX is the addressee and principal subject of the mandate.","no","medium","","","","secular_territorial","medium",""
"158521","1235","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention) | Heinrich von Hohenstaufen, King of the Romans (subject_or_mention)","Pope Gregory IX writes to the archbishops, bishops, and other ecclesiastical and secular princes of the Empire, urging them to bring Henry (VII), King of the Romans, back to obedience after he rebelled against his father Emperor Frederick II. The pope declares all oaths taken to Henry's prejudice of the emperor null and void, and calls for peace in Christendom especially for the sake of the Holy Land. Both Frederick II (the aggrieved father/emperor) and Henry (VII) (the rebellious son) are the principal parties to this conflict; both are matched Peerage persons appearing as subjects of the papal intervention.","yes","high","lay_v_lay","high","yes","secular_territorial","high",""
"158522","1235","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Heinrich von Hohenstaufen, King of the Romans (subject_or_mention) | Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Gregory IX mandates the Bishop of Regensburg (imperial chancellor) to order the bishops of Würzburg and Augsburg and the abbot of Fulda — who have wickedly adhered to King Henry (VII) against his father Emperor Frederick II — to present themselves before the Apostolic See within two months, and to compel two Würzburg canons (Degenhard of Houge and Walter of Tanneberg) who went to Milan against the emperor to appear before the pope under ecclesiastical censure. This is an active papal intervention in the rebellion of Henry (VII) against Frederick II, with the church prelates and canons as the parties being disciplined for their political allegiance. The matched Peerage persons (Henry VII and Frederick II) are the lay principals of the underlying conflict, but appear here as background subjects; the operative parties being acted upon are the ecclesiastical figures (bishops of Würzburg and Augsburg, abbot of Fulda, and the canons).","yes","high","church_v_lay","medium","no","secular_territorial","high",""
"158525","1234","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","This document contains four letters concerning a proposed alliance between Alaeddin Kayqubad I, Sultan of Iconium (Konya), and Pope Gregory IX. The Sultan writes to the Pope announcing his envoy John of Gabra, a Christian, and John of Gabra's message declares the Sultan's readiness to help Christians recover Jerusalem and the lands held before Saladin. The operative matter is diplomatic negotiation over a military alliance for the recovery of the Holy Land. Emperor Frederick II (the only matched Peerage person) appears only incidentally as the intermediary through whom the Sultan's envoy is to travel, not as a principal party.","no","high","","","","crusade","high",""
"158527","1235","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Gregory IX writes to the Sultan of Iconium (Konya) as part of negotiations for a treaty between them. The pope informs the Sultan that he is sending back John of Gabra, a Christian envoy and the Sultan's messenger who had been transmitted via Emperor Frederick II, to the imperial court, asking Frederick II to provide properly for John's return journey to the Sultan. This is a diplomatic letter concerning a proposed alliance/treaty between the papacy and the Sultanate of Rum. Frederick II appears only as an intermediary through whom the Sultan's envoy had been sent, and is asked to facilitate the envoy's return.","no","high","","","","other","high","papal diplomacy / treaty negotiations with a Muslim ruler"
"158528","1235","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (requestor)","Emperor Frederick II writes to Pope Gregory IX regarding an ongoing conflict between the Emperor and the Romans (commune of Rome), and the peace negotiations between them and the Church. Frederick asserts that despite losses suffered in the war against the Romans, he does not wish to obstruct the peace being negotiated, and warns the Pope not to render it futile by his absence; he also announces he will send Hermann, Master of the Teutonic Knights, to the apostolic see at Easter. The matched person, Frederick II, is himself the principal party writing to the Pope about this political/military conflict.","yes","high","lay_v_lay","medium","yes","secular_territorial","high",""
"158530","1235","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Gregory IX mandates three cardinal legates (the Bishop of Porto and two cardinal priests) to proceed with making peace between the Church and the Romans (the commune of Rome), transmitting the form/articles of peace via his subdeacon G. de Fusca de Berta. The document details specific grievances and conditions the Romans must satisfy. Emperor Frederick II (the matched person) is mentioned only as background context — the pope had received the emperor's response on the peace matter — but the operative dispute is between the papacy/Church and the Roman commune. Frederick II is not a principal party to this negotiation.","yes","high","church_v_lay","high","no","secular_territorial","high",""
"158545","1235","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (addressee)","Pope Gregory IX informs the podestà, council, and people of Mantua that he has promulgated sentences of excommunication and interdict against those who murdered the Bishop of Mantua (Guidotto) at the monastery of Sant'Andrea, and commands them to ensure these sentences are perpetually observed. The operative act is the promulgation of excommunication/interdict against the murderers (identified as members of the ""Advocati"" family and heretic sympathizers). The matched Peerage person, Emperor Frederick II, does not appear in the body of this document as a party; his citation appears to be a formulaic dating/address element unrelated to the substance of this letter.","no","medium","","","","excommunication","high",""
"158546","1235","Grégoire IX (1227-1241)","Iberia","Mandement (littere cum filo canapis)","Agnes 'the Saint' of Bohemia (subject_or_mention)","Pope Gregory IX writes to Queen Beatrice of Castile, Toledo, and León praising Saint Elizabeth and recounting the religious conversions of Conrad, former Landgrave of Thuringia (Elizabeth's brother-in-law), and Agnes of Bohemia (daughter of the King of Bohemia), who have embraced the religious life. This is a laudatory/informational letter, not a dispute. Agnes of Bohemia appears only as a subject of praise mentioned in the letter, not as a party to any conflict.","no","high","","","","ecclesiastical_appointments","low","devotional/hagiographic letter praising religious conversion and sanctity"
"158548","1235","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Hugues X de Lusignan, Comte de La Marche (addressee)","Pope Gregory IX writes to Hugh X, Count of La Marche, informing him that he has ordered the repayment of 500 livres tournois which Hugh had lent to Master Simon (a papal scribe) as a subsidy for the Church against the Romans. Now that peace has been restored with the Romans, the pope mandates that the full sum be returned to Hugh without any deduction. This is a routine financial/administrative letter; there is no live dispute being adjudicated. Hugh X de Lusignan is the addressee and principal beneficiary of the repayment order.","no","high","","","","other","high","fiscal/financial reimbursement of a loan made to the Church"
"158550","1235","Grégoire IX (1227-1241)","HRE","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Gregory IX mandates the Archbishop of Salzburg, the Bishop of Hildesheim, and the Abbot of Buch to proceed against the murderers of Conrad of Marburg, the famous heresy inquisitor, according to a form the pope will transmit to them. The document concerns the failure of a council to punish those who shed Conrad's blood and the improper absolution of accused heretics. Emperor Frederick II (the matched person) is mentioned only incidentally as context, not as a principal party. The operative matter is the prosecution of Conrad of Marburg's killers and the handling of heresy proceedings.","no","medium","","","","other","high","heresy/inquisition proceedings; prosecution of murderers of Conrad of Marburg"
"158552","1235","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Gregory IX writes to the ecclesiastical and secular princes assembled at the imperial court, urging them to persuade Emperor Frederick II to submit the dispute with the Lombard League (societas Lombardiae, marchia Tervisina, and Romaniola) to the Church's arbitration according to an agreed imperial formula, arguing that peace in Lombardy is a prerequisite for a successful crusade to the Holy Land. The operative matter is the live political-military conflict between Frederick II and the Lombard League, with the pope acting as mediator/broker. Frederick II is mentioned as the party to be persuaded, not as the addressee; the actual disputants are the Emperor and the Lombard League (unmatched). The matched Peerage person (Frederick II) is a principal party to the underlying conflict.","yes","high","lay_v_lay","high","yes","secular_territorial","high",""
"158553","1235","Grégoire IX (1227-1241)","Crusader_States","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Gregory IX mandates the preceptor and brothers of the Hospital of Jerusalem to provide all possible counsel and aid to the Emperor Frederick II's bailiff and legate in the Holy Land, and to prevent John of Ibelin and the people of Acre from besieging the city of Tyre or other imperial territories. The dispute is between John of Ibelin and the Commune of Acre on one side, and the imperial representative (acting for Frederick II) on the other, over control of Tyre and imperial lands in the Holy Land. Frederick II appears only as the beneficiary/subject whose rights are to be protected; he is not himself a direct party to the operative mandate.","yes","high","lay_v_lay","high","no","secular_territorial","high",""
"158554","1235","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Gregory IX rebukes John of Ibelin (the addressee/principal) for allegedly seducing the people of Acre away from their fidelity to Emperor Frederick II and attempting to lead them to besiege Tyre, thereby disturbing the peace of the Holy Land. The pope commands John to desist from all actions contrary to the Emperor's honour, threatening spiritual coercion through the dean of Antioch. The dispute is between John of Ibelin (lay) and Emperor Frederick II (lay) over control/loyalty in the Crusader states; Frederick II appears only as a mentioned injured party/subject, not as a matched Peerage principal in the operative sense, while John of Ibelin is the addressee and principal target of the mandate.","yes","high","lay_v_lay","high","no","secular_territorial","high",""
"158555","1235","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Heinrich von Hohenstaufen, King of the Romans (beneficiary) | Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Gregory IX mandates the Bishop of Regensburg (imperial chancellor) to absolve Henry (VII), King of the Romans and son of Emperor Frederick II, from excommunication. Henry had been excommunicated by Archbishop Eberhard II of Salzburg (acting on papal authority) for perjury in rebelling against his father. The absolution is conditional on Henry having returned to his father's grace and on his providing satisfaction to Danish knights and clerics who were despoiled of their goods. Henry (matched) is the direct beneficiary/subject of the absolution; Frederick II (matched) is mentioned as context for Henry's rebellion.","no","high","","","","excommunication","high",""
"158559","1235","Grégoire IX (1227-1241)","HRE","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (addressee)","Pope Gregory IX writes to Emperor Frederick II complaining that malicious actors (""sons of iniquity"") are circulating forged or misleading letters, falsely claiming they emanate from the pope, and that some of Frederick's own advisors/courtiers are sending letters that could disturb the peace between the papacy and the empire. The pope urges Frederick to suppress these troublemakers, just as he himself will do on his end. This is a diplomatic communication aimed at preserving peace, not a live legal dispute or litigation. Frederick II appears as the addressee of the letter.","no","high","","","","other","high","papal-imperial diplomacy / political correspondence"
"158560","1235","Grégoire IX (1227-1241)","Crusader_States","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (addressee) | Conrad IV von Hohenstaufen, King of Sicily (subject_or_mention)","Pope Gregory IX writes to Emperor Frederick II regarding the interdict sentence promulgated by the Archbishop of Ravenna against the citizens of Acre (Acconenses), which the pope has now lifted. The document concerns an active dispute between Frederick II (and his marshal Riccardo Filangieri) and the citizens of Acre over their alleged rebellion and spoliation of the rights of the Kingdom of Jerusalem. The pope also encloses a schedule outlining conditions for restoring peace in the Holy Land. Frederick II is the principal addressee; his son Conrad IV is mentioned incidentally as a named party in the underlying conflict.","yes","high","church_v_lay","medium","yes","secular_territorial","high",""
"158561","1235","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (addressee) | Conrad IV von Hohenstaufen, King of Sicily (subject_or_mention)","Pope Gregory IX writes to Emperor Frederick II (Holy Roman Emperor, King of Jerusalem and Sicily) regarding the conflict in the Kingdom of Jerusalem between Frederick's marshal Richard Filangieri and the nobles, barons, and citizens of Acre. The pope outlines conditions for restoring peace in the Holy Land, including the lifting of an interdict promulgated by the Archbishop of Ravenna against the Acconenses, the restoration of Filangieri to the bailiwick, and the resolution of the dispute with the King of Cyprus. Conrad IV (Frederick's son) is mentioned as co-titular in whose name the bailiffs would act. The document is an active papal mediation/arbitration in a live political-military conflict over governance of the Kingdom of Jerusalem.","yes","high","church_v_lay","medium","yes","secular_territorial","high",""
"158562","1235","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Gregory IX writes to the Master of the Teutonic Order (Hermann von Salza) to complain that the Emperor Frederick II's envoys (Pietro della Vigna and the elect of Patti) refused to accept the papal compromise offer regarding the affairs of Acre/the Holy Land, and that the Emperor has threatened to invade Lombardy with his army if the Lombard dispute is not resolved by Christmas. The Pope asks the Master to persuade the Emperor to place himself unconditionally in the hands of the Church. Frederick II appears only as the subject of the complaint, not as a matched Peerage principal in the operative sense; the real parties to the active disputes are the papacy/Church on one side and the Emperor/his envoys on the other, with the Lombard League also involved.","yes","high","church_v_lay","high","yes","secular_territorial","medium",""
"158563","1235","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (addressee)","Pope Gregory IX writes to Emperor Frederick II informing him that he has ordered the rectors of the Lombard League to send suitable proctors to the Apostolic See by 1 December to address the dispute (""questio"") between the Emperor and the League, in accordance with a compromise formula received from Frederick. The pope also urges Frederick to send Hermann, Master of the Teutonic Knights, as his own proctor, so that he and Master Peter de Vinea can together advance the matter. The dispute is between Frederick II (matched, addressee) and the Lombard League (unmatched, ecclesiastical/secular collective); the pope is acting as mediator/arbitrator.","yes","high","lay_v_lay","high","yes","secular_territorial","high",""
"158564","1235","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention) | Heinrich von Hohenstaufen, King of the Romans (subject_or_mention)","Pope Gregory IX mandates the bishops of Regensburg (imperial chancellor) and Hildesheim to proceed, without appeal, against the bishops of Würzburg and Augsburg, the abbot of Fulda, the bishop-elect of Worms, and a canon of Würzburg, who are accused of having sworn oaths of allegiance to Henry (VII), son of Emperor Frederick II, in violation of their oaths to the emperor — thereby supporting a rebellion against Frederick II. The document is a disciplinary mandate ordering ecclesiastical proceedings against these clerics for their political disloyalty. Emperor Frederick II and his son Henry (VII) appear only as background figures (the emperor as the wronged party, Henry as the rebel son to whom oaths were sworn); neither is a principal party to the ecclesiastical proceedings.","yes","high","church_v_lay","medium","no","ecclesiastical_appointments","high",""
"158566","1235","Grégoire IX (1227-1241)","Crusader_States","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Gregory IX writes to Albert, Patriarch of Antioch and papal legate, instructing him to summon the rectors of the Lombard League to appear before the Holy See by 1 December, via suitable procurators, to address the dispute between Emperor Frederick II and the Lombards. Frederick II had requested that the matter be settled by Christmas with a penalty of 30,000 marks and automatic excommunication for non-compliance, but the pope deems the timeframe too short and sets a later deadline. Frederick II (matched) is mentioned as the party who made the request, while the real disputants are the Emperor and the Lombard League (rectors/cities), neither of whom is the addressee.","yes","high","church_v_lay","low","no","secular_territorial","high",""
"158567","1235","Grégoire IX (1227-1241)","Italy","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Gregory IX writes to the rectors of the Lombard League (Societas Lombardiae) ordering them to appear before him by the Kalends of December via syndics to resolve the ongoing dispute between Emperor Frederick II (matched, mentioned as the imperial party) and the Lombard cities. The document is a papal mandate directing the Lombard rectors to present themselves for arbitration/settlement of the conflict between the Emperor and the Lombard League, with penalties threatened if they fail to comply. Frederick II appears only as the named counterparty in the dispute, not as the addressee or beneficiary.","yes","high","lay_v_lay","high","yes","secular_territorial","high",""
"158570","1235","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Otto II Herzog von Bayern (addressee)","Pope Gregory IX grants a privilege to Otto II, Duke of Bavaria, stipulating that no one may promulgate a sentence of excommunication or interdict against him without manifest and reasonable cause. This is a one-sided papal indulgence/privilege in favor of Otto, with no opposing party. Otto II is the sole addressee and beneficiary of the grant.","no","high","","","","excommunication","high",""
"158571","1235","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Jeanne Comtesse de Hainaut Gravin van Vlaanderen (addressee)","Pope Gregory IX grants Jeanne, Countess of Flanders and Hainaut, the faculty to assign tithes from newly cultivated lands (novalia) to churches, once she has recovered them from lay usurpers (knights and other laymen who were wrongfully extracting these tithes by custom). The document is a one-sided papal concession/grant at the countess's request, with no live dispute being adjudicated. The matched Peerage person, Jeanne, is the sole addressee and beneficiary of the grant.","no","high","","","","ecclesiastical_property","high",""
"158572","1235","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Jeanne Comtesse de Hainaut Gravin van Vlaanderen (requestor)","Pope Gregory IX mandates the bishop, dean, and cantor of Tournai to investigate certain customs and laws of Flanders that Countess Joanna of Flanders and Hainaut swore to observe when she came of age and assumed the county. If those customs are found to be iniquitous (notably regarding the non-expulsion of prostitutes and other illicit practices harmful to churches and souls), the delegates are to declare her not bound by that oath. This is a one-sided petition by the Countess; there is no live dispute between opposing parties — the document is a mandate responding to her request for relief from an oath.","no","high","","","","other","medium","oath dispensation / release from sworn observance of local customs"
"158574","1235","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Gregory IX confirms the institution of a provost and chapter in the church of Northausen (Nordhausen), following the precedent set by his predecessor Honorius III. The operative act is a confirmation: at the request of Emperor Frederick II and various archbishops and bishops, Honorius III had previously ordered the replacement of women living as secular canonesses in that church with a provost and a college of secular canons, and Gregory IX now ratifies that process. Emperor Frederick II appears only as a historical petitioner mentioned in the background narrative, not as a principal party to any live dispute.","no","high","","","","ecclesiastical_appointments","high",""
"158577","1236","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Louis IX, Roi de France (addressee) | Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Gregory IX writes to King Louis IX of France urging him to revoke a royal statute that exempts the king's men from answering before ecclesiastical courts, to compel rebels against the Church to return to obedience, and to ensure that the Church of Sens and other churches are compensated for damages suffered. The dispute is between the French royal administration (lay) and the Church (ecclesiastical), with Louis IX as the principal lay addressee and the Church of Sens among the ecclesiastical parties. Emperor Frederick II is mentioned only incidentally as a contextual figure present at the curia.","yes","high","church_v_lay","high","yes","ecclesiastical_property","medium",""
"158578","1236","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention) | Conrad IV von Hohenstaufen, King of Sicily (subject_or_mention)","Pope Gregory IX writes to the preceptor and brothers of the Teutonic Order in Acre, transmitting the terms of a composition (agreement) concerning the affairs of the Holy Land. He instructs them to formally confirm in writing their custody of the castle of Tyre, which has been entrusted to their order for the benefit of Emperor Frederick II and his son Conrad IV. The document is an administrative mandate implementing a peace/composition arrangement, not a live dispute. Frederick II and Conrad IV appear only as the beneficiaries whose interests the castle custody is meant to protect.","no","high","","","","crusade","high",""
"158579","1236","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (addressee) | Conrad IV von Hohenstaufen, King of Sicily (subject_or_mention)","Pope Gregory IX writes to Emperor Frederick II to communicate the terms of a peace settlement brokered in the papal presence between, on one side, the Teutonic Master (acting for Frederick and his son Conrad IV) and, on the other, the knights Henry of Nazareth and Philip of Troyes representing the nobles and citizens of Acre and others of the Kingdom of Jerusalem. The dispute concerned the rights and possession of the Kingdom of Jerusalem, including the restoration of Frederick and Conrad to full royal rights, the dissolution of the commune of Acre, and the reinstatement of the marshal Riccardo Filangieri. The pope urges Frederick to observe the agreement. Frederick II is the principal addressee/party; Conrad IV is mentioned as co-beneficiary of the settlement.","yes","high","church_v_lay","low","yes","secular_territorial","high",""
"158580","1236","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention) | Conrad IV von Hohenstaufen, King of Sicily (subject_or_mention)","Pope Gregory IX mandates the Archbishop of Nazareth and the Bishop of Acre to lift sentences of excommunication and interdict that had been imposed in connection with the discord between Emperor Frederick II and his son Conrad on one side, and the citizens of Acre and other inhabitants of the Kingdom of Jerusalem on the other — a dispute now settled through papal mediation. The operative act is the lifting of censures consequent upon the resolution of this conflict. Frederick II and Conrad IV appear only as named parties to the now-resolved background dispute, not as principals in the current mandate.","no","medium","","","","excommunication","high",""
"158581","1236","Grégoire IX (1227-1241)","HRE","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (addressee)","Pope Gregory IX writes to Emperor Frederick II complaining that churches in the Kingdom of Sicily are being despoiled of their privileges and goods, and their pastors forced into exile. The pope also defends himself against accusations of renewing the Lombard League and of promulgating penalties against the Veronese who violated the peace, urging Frederick to correct these excesses. This is an active, live dispute between the papacy and the emperor over ecclesiastical liberties and church property in Sicily. Frederick II (matched) is the principal addressee and counterparty to the papal complaint.","yes","high","church_v_lay","high","yes","ecclesiastical_property","medium",""
"158583","1236","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (addressee)","Pope Gregory IX writes to Emperor Frederick II requesting that he send the Master of the Teutonic Knights (Hermann von Salza) back to the Apostolic See with full mandate to submit to arbitration (""compromissum"") in the hands of the Church regarding the conflict with the Lombard League. The pope explains that Lombard ambassadors arrived shortly after the Master's departure and offered to submit to arbitration unconditionally, and that he has accepted their compromise; he urges Frederick not to proceed militarily against the Lombards in the meantime. The dispute is between Emperor Frederick II (matched) and the Lombard League (unmatched), with the papacy acting as mediator/arbitrator.","yes","high","church_v_lay","medium","yes","secular_territorial","high",""
"158586","1236","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Gregory IX commands Hermann von Salza, Master of the Teutonic Order, to come to the apostolic see without delay to help broker peace between the Church and the Empire (and to aid the Holy Land). The operative matter is the live conflict between the papacy (Church) and Emperor Frederick II, with the Teutonic Master summoned as a mediator. Frederick II (matched) appears only as a background party to the dispute, not as the addressee or a matched principal in the Peerage sense; the real principals are the papacy and the Emperor.","yes","high","church_v_lay","high","yes","secular_territorial","high",""
"158587","1236","Grégoire IX (1227-1241)","Italy","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Gregory IX writes to the rectors of the Lombard League (Societas Lombardiae) explaining that the Master of the Teutonic Order (Hermann), sent by Emperor Frederick II, had already departed before the Lombard ambassadors arrived; the pope has written to the emperor asking him to re-submit to papal arbitration, and is now sending Bishop Marcellinus of Ascoli as a mediator to work toward peace in the region. The document concerns an active papal mediation effort between the Lombard League and Emperor Frederick II over the peace of northern Italy. Frederick II appears only as a background party mentioned in the text; the matched Peerage person (Frederick II) is a principal party to the underlying conflict, not merely an incidental mention.","yes","high","church_v_lay","low","yes","secular_territorial","high",""
"158591","1236","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (requestor)","This document is a letter from Emperor Frederick II (Holy Roman Emperor, matched) responding to Pope Gregory IX's complaints about imperial conduct in the Kingdom of Sicily. Frederick defends his actions regarding church revenues, demesne lands, election rights, and the relocation of Saracens from the Sicilian mountains. He also addresses the proposed excommunication of the Veronese (warning against it as politically counterproductive), and promises to respond on the affairs of the Kingdom of Cyprus and Patriarch Gerold of Jerusalem once he returns to Italy. The operative matter is a live political dispute between the Emperor and the papacy over multiple grievances in Sicily and related affairs, with Frederick as one principal and the Pope/Holy See as the other.","yes","high","church_v_lay","high","yes","secular_territorial","medium",""
"158593","1236","Grégoire IX (1227-1241)","France","Mandement (littere cum filo canapis)","Louis IX, Roi de France (subject_or_mention)","Pope Gregory IX rebukes Raymond VII, Count of Toulouse, for violating the peace concluded between the Church and King Louis IX of France on one side and Raymond on the other, and for failing to enforce statutes against heretics. The pope commands Raymond to correct these violations and to cross to the Holy Land in March for a five-year stay, threatening renewal of excommunication if he refuses. Louis IX of France appears only as the named counterparty in the peace agreement (subject_or_mention), while the principal disputants are the Church/papacy and Raymond VII of Toulouse.","yes","high","church_v_lay","high","no","excommunication","medium",""
"158594","1236","Grégoire IX (1227-1241)","HRE","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Gregory IX mandates Archbishop Siegfried III of Mainz to consecrate the bishop-elect of Worms (Landolf), provided no canonical impediment exists, so that the church of Worms does not remain without a pastor. The document notes that an inquiry into the elect had been commissioned at the request of Emperor Frederick II but was never completed, leaving the elect stripped of episcopal goods in the meantime. Emperor Frederick II (matched) appears only as incidental background context — the party who had prompted the suspended inquiry — not as a principal party to the operative act.","no","high","","","","ecclesiastical_appointments","high",""
"158596","1236","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (addressee)","Pope Gregory IX writes to Emperor Frederick II (the matched addressee) to inform him that he has sent the Bishop of Palestrina (Praeneste) to Lombardy to promote peace, and that he could not grant Frederick's request to send the Patriarch of Antioch there instead. The pope urges Frederick to send Hermann, Master of the Teutonic Knights, to the Apostolic See without delay to work toward restoring concord between the Church and the Empire. This is an active, live conflict/negotiation between the papacy and the emperor over the peace in Lombardy and the broader Church-Empire dispute.","yes","high","church_v_lay","high","yes","secular_territorial","high",""
"158597","1236","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Gregory IX writes to Hermann von Salza, Master of the Teutonic Knights, expressing surprise at the Master's suspicion that the pope intends to proceed against Emperor Frederick II. The pope explains that his letters urging Frederick to make peace with the Lombards should not be read as hostile to the emperor, and instructs the Master to go ahead and meet the emperor to convey the pope's goodwill and facilitate peace negotiations in Lombardy. This is a diplomatic letter brokering peace between the papacy/Church and the emperor over the Lombard conflict; no live litigation is the operative act — it is a one-sided papal communication seeking to reassure and instruct the Teutonic Master. Frederick II appears only as the subject of the diplomatic discussion, not as a party to a formal dispute being adjudicated.","no","medium","","","","secular_territorial","medium",""
"158600","1236","Grégoire IX (1227-1241)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (addressee)","Pope Gregory IX writes to Emperor Frederick II requesting that he release the nephew of the King of Tunis, who wishes to travel to the Holy See to receive baptism but has been unjustly detained by Frederick's men. The pope notes that he had already written to the detainers, warning them of excommunication, but they did not comply. Frederick II is the matched addressee and principal party; the nephew of the King of Tunis is the other principal (unmatched), while the detainers acting under Frederick's authority are the immediate counterparty.","yes","medium","church_v_lay","medium","yes","excommunication","low","papal intervention to secure release of a convert/pilgrim travelling to the Holy See; excommunication threatened against detainers"
