doc_id,year,pope,region,persons,summary,is_dispute,is_dispute_conf,dispute_parties,dispute_parties_conf,matched_principal,domain,domain_conf,domain_other_detail
147179,1265,Clément IV (1265-1268),,"Manfredo I von Hohenstaufen, King of Naples and Sicily (subject_or_mention)","Clement IV mandates the Dominican priors and Franciscan guardians of the March of Ancona to preach the cross against Manfred, enumerating his crimes and promising indulgences. This is the preaching of a political crusade against Manfred; the document recites Manfred's conflict with the Church but the operative act is crusade preaching, not adjudication of a dispute.",no,medium,,,,crusade,high,
147181,1265,Clément IV (1265-1268),Italy,"Charles I Stephen d'Anjou, King of Naples and Sicily (addressee) | Louis IX, Roi de France (subject_or_mention)","Clement IV congratulates Charles on his royal dignity, encourages him to persevere, and answers his queries about a vicar in Campania, raising loans in Rome, and the Holy Land, noting the support coming from Louis IX of France. A letter of encouragement and administration in the Sicilian war preparation; not the operative adjudication of a dispute.",no,medium,,,,crusade,medium,
147183,1265,Clément IV (1265-1268),,"Manfredo I von Hohenstaufen, King of Naples and Sicily (subject_or_mention)","Clement IV instructs Cardinal-legate Matteo to receive an oath from Pietro di Vico, intending to make him abjure Manfred of Sicily and break off all pacts with him, and discusses disputed property between Pietro and the Church. There is reference to a property question between Pietro di Vico and the Church (resolved by an awaited papal arbitration award), but the operative act here is securing Pietro's submission/oath and detaching him from Manfred. The conflict over the land is recited as background pending an award.",no,low,,,,secular_territorial,low,
147184,1265,Clément IV (1265-1268),Eastern_Europe,"Premysl II Ottokar, King of Bohemia (addressee)","Clement IV asks King Ottokar of Bohemia to protect the provost, chapter and church of Seckau and not to permit them to be molested by Philip, former elect of Salzburg, who persecutes them in many ways. The live conflict is between the church of Seckau and Philip (former Salzburg elect, unmatched); Ottokar is asked only as protector, not a disputant.",yes,medium,church_v_church,medium,no,ecclesiastical_appointments,medium,
147192,1265,Clément IV (1265-1268),,"Manfredo I von Hohenstaufen, King of Naples and Sicily (subject_or_mention)","Clement IV commits to the prior Pietro of San Pastore the receiving of Philippus de Marerio's oath of obedience, his absolution from excommunication, and the delivery of the cross to be preached against Manfred and the Saracens of Lucera. The operative act is absolution and granting the crusader cross against Manfred; Manfred is a mention. Treated as crusade.",no,medium,,,,crusade,medium,
147197,1265,Clément IV (1265-1268),France,"Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention) | Louis IX, Roi de France (subject_or_mention)","Clement IV answers the deans and chapters of the province of Reims, rejecting their complaints that they had been overburdened by the hundredth/tithe levied for the Holy Land and for Charles of Sicily, and orders them to pay. This concerns a clerical fiscal grievance and the pope's defence of the levy; Charles and Louis are mentions. Predominantly church fiscal/administrative matter.",no,low,,,,other,medium,clerical taxation / tithe levy dispute with cathedral chapters
147199,1265,Clément IV (1265-1268),Italy,"Charles I Stephen d'Anjou, King of Naples and Sicily (addressee) | Manfredo I von Hohenstaufen, King of Naples and Sicily (subject_or_mention)","Clement IV warns Charles of Sicily that Manfred, the Church's enemy, is plotting to seize Tivoli, posing grave danger to Campania and the Maritima, and urges him to act swiftly. This is part of the live armed conflict between Charles (papal champion) and Manfred over control of central Italy and the kingdom. Both matched persons are principals.",yes,high,lay_v_lay,medium,yes,secular_territorial,high,
147201,1265,Clément IV (1265-1268),,"Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","Clement IV grants the archbishop of Cosenza and bishop of Avignon faculty to seize in Rome adversaries of the Church and of Charles (senator of Rome) and to absolve his officials from excommunication. The operative act is a grant of judicial/absolution faculty to two bishops; Charles is a mention. Concerns enforcement against unnamed enemies, not adjudication of a defined two-party dispute.",no,low,,,,ecclesiastical_appointments,low,
147208,1265,Clément IV (1265-1268),Italy,"Charles I Stephen d'Anjou, King of Naples and Sicily (requestor)","Clement IV, at the request of Charles of Sicily, orders legate Cardinal Matteo to prosecute only the Corneto matter and to cease proceeding against Orte and Todi (who had aided Orte). The live conflict is the patrimony rector's coercion of rebellious Italian towns (Corneto, Orte, Todi, Narni, Spoleto, all unmatched); Charles appears as requestor for restraint, not as a party to the town conflict.",yes,medium,church_v_lay,medium,no,secular_territorial,medium,
147212,1265,Clément IV (1265-1268),Italy,"Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","Clement IV tells legate Cardinal Matteo that he is writing to Charles to restrain his impetuosity and to the cardinals in Rome to induce him, and excuses the poverty/difficulties of Orvieto, Tuscania, Perugia and Viterbo in furnishing aid. An administrative/advisory letter about managing Charles and the patrimony towns; not the operative adjudication of a dispute.",no,medium,,,,secular_territorial,low,
147217,1265,Clément IV (1265-1268),,"Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","Clement IV asks the five cardinals in Rome to admonish Charles of Sicily not to rush headlong into battle against the enemy and expose the pope and Church to danger, but to await the French reinforcements. An advisory letter about military strategy in the Charles-Manfred war; not the operative adjudication of a dispute. Charles is a mention.",no,medium,,,,secular_territorial,medium,
147218,1265,Clément IV (1265-1268),France,"Louis IX, Roi de France (addressee) | Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention) | Manfredo I von Hohenstaufen, King of Naples and Sicily (subject_or_mention)","Clement IV urges Louis IX of France to grant his brother Charles, who reached Rome without money or horses, subsidies and a loan against the tithe for the war against Manfred. A request for crusade/war finance for the campaign to seize Sicily from Manfred; not the operative adjudication of a dispute. Matched persons are addressee/mentions.",no,medium,,,,crusade,medium,
147219,1265,Clément IV (1265-1268),,"Simon de Montfort, 6th Earl of Leicester (subject_or_mention) | Manfredo I von Hohenstaufen, King of Naples and Sicily (subject_or_mention)","Clement IV warns legate Ottobono not to accept a false peace with the English under the pretext of clemency, insisting that Simon de Montfort and his whole brood be expelled from England; he also reports Manfred's advance to Celle. The operative concern is the English civil war (royalists v. Simon de Montfort, the unmatched/principal rebels) and the legate's handling of it. The real conflict is between the English crown and Montfort's baronial party; Simon is here a principal disputant on the rebel side. Matched-principal yes via Simon.",yes,high,lay_v_lay,medium,yes,secular_territorial,high,
147232,1265,Clément IV (1265-1268),Crusader_States,"Louis IX, Roi de France (subject_or_mention)","Clement IV consoles the patriarch, prelates, military orders and barons of the kingdom of Jerusalem after the fall of Caesarea and Asdod, and promises aid from Louis IX of France and Margrave Otto of Brandenburg. The operative matter is encouragement and promise of crusade aid for the Holy Land; Louis is a mention. Crusade.",no,high,,,,crusade,high,
147235,1265,Clément IV (1265-1268),,Guglielmo VII 'il Gran Marchese' Marchese del Monferrato (addressee),"Clement IV tells Marquis William of Montferrat that, given the innumerable expenses of Spain, Constantinople, the Holy Land, Prussia, Livonia etc. and his own troubles, he cannot grant the requested military or financial subsidy. A refusal of a request for aid; not a dispute. William is the addressee/requestor.",no,high,,,,other,medium,refusal of papal financial/military subsidy
147242,1265,Clément IV (1265-1268),Italy,"Charles I Stephen d'Anjou, King of Naples and Sicily (addressee) | Louis IX, Roi de France (subject_or_mention)",Clement IV tells Charles he cannot furnish him aid and advises him to send envoys to Louis IX and the count (his brothers) and the legate in France to obtain sufficient money. An advisory/financial letter for the Sicilian war campaign; not the operative adjudication of a dispute. Matched persons are addressee/mention.,no,medium,,,,crusade,low,
147243,1265,Clément IV (1265-1268),,"Manfredo I von Hohenstaufen, King of Naples and Sicily (subject_or_mention) | Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","Clement IV grants the archbishop of Cosenza faculty to absolve from excommunication those returning to Church unity who had adhered to Manfred, and those in Charles's company who incurred censure for violence against clerics. The operative act is a grant of absolution faculty; both matched persons are mentions. Concerns excommunication/absolution as a delegated faculty.",no,medium,,,,excommunication,medium,
147255,1265,Clément IV (1265-1268),,"Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","Clement IV asks the cardinals in Rome to advise whether he should consent to pledging the possessions of Rome's churches (excepting the Lateran, St Peter's and others) as security for a loan to Charles of Sicily. A consultation about crusade/war finance and pledging church property; not the operative adjudication of a dispute. Charles is a mention.",no,medium,,,,ecclesiastical_property,low,
147258,1265,Clément IV (1265-1268),,"Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)",Clement IV mandates legate Cardinal Simon to repay 3000 Tours pounds to Florentine merchants from whom the papal chamberlain had borrowed for the Sicilian business conducted through Charles. A loan-repayment (fiscal) matter; not a dispute. Charles is a mention.,no,high,,,,other,medium,loan repayment for Sicilian campaign finance
147259,1265,Clément IV (1265-1268),,"Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention) | Louis IX, Roi de France (subject_or_mention)",Clement IV expresses his anxiety to legate Cardinal Simon over funding Charles of Sicily and reproves the legate for following the French king's counsel in converting the tithe to paying soldiers before providing for the king's horses and provisions. An administrative/financial reproof regarding the Sicilian campaign; not the operative adjudication of a dispute. Matched persons are mentions.,no,high,,,,crusade,low,
147262,1265,Clément IV (1265-1268),,"Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","Clement IV bids the bishop of Arezzo rejoice that Charles of Sicily so liberally admitted him into his fellowship, and urges him to act vigorously and seize the opportunity (to join Charles). An exhortatory letter to a bishop; not a dispute. Charles is a mention.",no,high,,,,ecclesiastical_appointments,low,
147263,1265,Clément IV (1265-1268),Italy,"Charles I Stephen d'Anjou, King of Naples and Sicily (addressee)","Clement IV commends the judge Martinus of Rieti to Charles of Sicily, asking him to hear him patiently. A simple letter of commendation/recommendation; not a dispute. Charles is the addressee.",no,high,,,,other,medium,letter of recommendation / commendation
147270,1265,Clément IV (1265-1268),Iberia,"Jaime I, Rey de AragÃ³n (addressee)","Clement IV thanks Jaime I of Aragon for gifts and exhorts him to abstain from oppressing the clergy and churches of his realm. The pope raises a grievance about royal oppression of churches but the operative act is exhortation/admonition, not the adjudication of a defined live dispute between two identified parties. Treated as church-administration exhortation.",no,low,,,,ecclesiastical_appointments,low,
147273,1265,Clément IV (1265-1268),France,"Louis IX, Roi de France (addressee)","Clement IV asks Louis IX of France to correct the men of Calvisson (seneschalsy of Beaucaire) who violently attacked the church/priory of Olozargues and gravely wounded its prior Stephanus Franulfus. The live conflict is between the prior/church (victim) and the lay attackers of Calvisson (unmatched); Louis is asked only as the secular authority to do justice, not as a disputant.",yes,medium,church_v_lay,high,no,ecclesiastical_property,medium,
147275,1265,Clément IV (1265-1268),,"Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","Clement IV promises Philip de Montfort his patronage with Charles of Sicily at opportune times, assuring him of continued favour. A letter of favour/patronage; not a dispute. Charles is a mention.",no,high,,,,other,medium,letter of favour / patronage
147277,1265,Clément IV (1265-1268),Italy,"Charles I Stephen d'Anjou, King of Naples and Sicily (addressee)",Clement IV sends Charles a form by which the possessions of Rome's churches (though not all) may be pledged to creditors for a loan on his behalf. An administrative/financial instrument for crusade-war finance; not the operative adjudication of a dispute. Charles is the addressee.,no,high,,,,ecclesiastical_property,low,
147280,1265,Clément IV (1265-1268),Italy,"Charles I Stephen d'Anjou, King of Naples and Sicily (addressee)","Clement IV grants Charles full and free licence to enter the kingdom of Sicily and take possession of it, having conferred the realm and invested him by banner. The operative act is the grant of licence to take possession of the realm conferred on Charles, part of the papal project to install him against Manfred. Treated as crusade (political crusade to seize Sicily).",no,medium,,,,crusade,low,
147286,1176,Alexandre III (1159-1181),Italy,"Guglielmo II di Sicilia, Re di Sicilia (addressee)","Alexander III, for King William of Sicily, exempts the monastery of Santa Maria Reale (diocese of Palermo), confirms and extends its possessions and privileges for an annual census of 100 tareni. A solemn privilege confirming church property and exemption; not a dispute. William is addressee/founder.",no,high,,,,ecclesiastical_property,high,
147288,1173,Alexandre III (1159-1181),,"Friedrich I 'Barbarossa' Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Alexander III orders the consuls of Piacenza not to molest the monastery of Santa Giulia of Brescia in its Piacentine possessions, to pay the toll (pedagium) withheld, and notes he cannot absolve W. and Er., who assaulted the papal subdeacon Petrus, without their appearance. The live conflict is between the monastery (abbess) and the commune of Piacenza over possessions/toll; Frederick is mentioned only as the prior payer of the toll. Real disputants: abbey v. commune (unmatched).",yes,high,church_v_lay,high,no,ecclesiastical_property,high,
147297,1265,Clément IV (1265-1268),France,"Louis IX, Roi de France (addressee) | Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","Clement IV explains to Louis IX the straits of Charles of Sicily, enumerates what he has already done, and asks Louis to relieve his brother failing through want in the glorious war with money. A request for war/crusade finance; not the operative adjudication of a dispute. Matched persons are addressee/mention.",no,medium,,,,crusade,low,
147298,1265,Clément IV (1265-1268),,"Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention) | Louis IX, Roi de France (subject_or_mention)",Clement IV sets out to legate Cardinal Simon the straits of the Church and papal chamber over the soldiers' pay for the Sicilian business and his measures taken. An administrative/financial letter about the Sicilian campaign; not the operative adjudication of a dispute. Matched persons are mentions.,no,high,,,,crusade,low,
147299,1265,Clément IV (1265-1268),,"Manfredo I von Hohenstaufen, King of Naples and Sicily (subject_or_mention)","Clement IV writes to legate Ottobono reporting, among news, that the Sienese had seized two castles from Orvieto and besieged Radicofani, then withdrew on hearing Charles sent Orvieto aid; the Orvietans then raided Sienese territory. The letter is a report of inter-town warfare news (Siena v. Orvieto, both unmatched); Manfred is the only matched person and appears without quoted text, as background. Predominantly news/diplomacy reporting, not an operative adjudication.",no,low,,,,secular_territorial,low,
147301,1265,Clément IV (1265-1268),,"Manfredo I von Hohenstaufen, King of Naples and Sicily (subject_or_mention) | Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","Clement IV reports to legate Ottobono on Manfred's advance toward Tivoli, the planned pledging of Rome's church property for a loan to Charles, events in northern and central Italy (Brescia, Siena/Orvieto, Viterbo heresy unrest) and episcopal appointments. A news/report letter covering multiple matters of the Italian war and administration; not the operative adjudication of a single dispute. Matched persons are mentions.",no,medium,,,,secular_territorial,low,
147306,1265,Clément IV (1265-1268),Italy,"Charles I Stephen d'Anjou, King of Naples and Sicily (addressee) | Manfredo I von Hohenstaufen, King of Naples and Sicily (subject_or_mention)","Clement IV takes under St Peter's and his own protection the whole land of Charles of Sicily, and the lands of those who join him against Manfred, as Charles prepares for the war against Manfred and the Saracens of Lucera. A grant of papal protection in connection with the war to seize Sicily; the conflict with Manfred is recited as context for protection. Treated as crusade.",no,medium,,,,crusade,medium,
147315,1265,Clément IV (1265-1268),Iberia,"Jaime I, Rey de AragÃ³n (addressee) | Manfredo I von Hohenstaufen, King of Naples and Sicily (subject_or_mention)","Clement IV thanks Jaime I of Aragon for procuring the liberation of Manfredus, elect of Verona, from the captivity of Manfred of Sicily, and commends the archdeacon of Vicenza who effected it. A letter of thanks and commendation; not the operative adjudication of a dispute. Matched persons are addressee/mention.",no,high,,,,other,medium,thanks and commendation for cleric's release
147317,1265,Clément IV (1265-1268),Italy,"Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention) | Manfredo I von Hohenstaufen, King of Naples and Sicily (subject_or_mention)","Clement IV takes under St Peter's protection the land of Charles of Sicily and those who go with him against Manfred and the Saracens of Lucera. (The matched person listed as beneficiary, Jeanne I of Navarre, is mismatched by id; the actual beneficiary is Charles.) A grant of protection for the campaign against Manfred. Treated as crusade.",no,medium,,,,crusade,medium,
147318,1265,Clément IV (1265-1268),Iberia,"Alfonso X, Rey de Castilla y LeÃ³n (addressee)","Clement IV excuses himself to Alfonso X of Castile-Leon, pointing to his own difficult circumstances, and declines his request concerning the provision (filling) of the archbishopric of Toledo. The operative matter is the refusal regarding an episcopal appointment; not a live two-party dispute. Domain is clerical office/provision.",no,medium,,,,ecclesiastical_appointments,high,
147320,1265,Clément IV (1265-1268),Italy,"Jeanne I, Reina de Navarre (beneficiary) | Manfredo I von Hohenstaufen, King of Naples and Sicily (subject_or_mention)","Clement IV takes under St Peter's and his protection the whole land of Charles of Sicily and the lands of those joining him against Manfred and the Saracens of Lucera, as Charles magnificently prepares for war. (The matched beneficiary is labelled Jeanne I of Navarre but by quoted text the beneficiary is Charles of Sicily.) A grant of protection for the anti-Manfred campaign. Crusade.",no,medium,,,,crusade,medium,
147323,1265,Clément IV (1265-1268),,"Henry III, King of England (subject_or_mention) | Edward I 'Longshanks', King of England (subject_or_mention)","Clement IV (bull ad perpetuam rei memoriam) annuls and declares void all confederations, promises, conventions and pacts entered into by King Henry III of England and his firstborn Edward (held captive) to the prejudice of their liberty and rights, with Simon de Montfort, Earl of Leicester, and his accomplices, whether sworn at Oxford or elsewhere. This is the pope intervening in the live English civil-war conflict between the crown (Henry/Edward) and Montfort's baronial party (unmatched principal); the operative act annuls the coerced settlement. Matched persons (king and heir) are principals on the royalist side.",yes,high,lay_v_lay,high,yes,secular_territorial,high,
147324,1265,Clément IV (1265-1268),England,"Edward I 'Longshanks', King of England (addressee) | Henry III, King of England (subject_or_mention)","Clement IV exhorts Edward, firstborn of Henry III, to strive to free the king from the ignominy of detestable servitude, and notes he has ordered legate Ottobono to admonish the prelates, barons and people of England to abandon Simon de Montfort and obey the king and Edward. The operative matter is the English civil war between the crown and Montfort's party (unmatched principal); Edward (addressee) and Henry are royalist principals.",yes,high,lay_v_lay,high,yes,secular_territorial,high,
147326,1265,Clément IV (1265-1268),,"Edward I 'Longshanks', King of England (beneficiary) | Henry III, King of England (subject_or_mention)","Clement IV mandates legate Ottobono to make the bishops, clergy, magnates, nobles and communities of England wholly withdraw from Simon de Montfort and adhere to Edward, the king's firstborn, until King Henry is restored to his liberty and royal dignity. Concerns the English civil war between the royalists and Montfort's party (unmatched principal); Edward and Henry are royalist principals.",yes,high,lay_v_lay,high,yes,secular_territorial,high,
147327,1265,Clément IV (1265-1268),,"Henry III, King of England (subject_or_mention)","Clement IV mandates legate Ottobono to admonish and induce Llywelyn, prince of Wales, to restore castles and vills of King Henry III and of wards in the king's custody which he is said to have occupied and destroyed, to make full satisfaction, and to withdraw from Simon de Montfort. The live conflict is between the English crown/wards and Llywelyn of Wales (unmatched principal), over occupied castles; Henry is mentioned as the injured party but Llywelyn is the unmatched counterparty. Matched person (Henry) is a principal but appears only as subject-of-mention here.",yes,high,lay_v_lay,high,no,secular_territorial,high,
147330,1265,Clément IV (1265-1268),,"Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention) | Louis IX, Roi de France (subject_or_mention)",Clement IV writes to legate Cardinal Simon that he cannot relieve the needs of Charles of Sicily and sees no way for him to subsist unless Louis IX aids his brother with a loan against the future tithe. A financial/advisory letter on the Sicilian campaign; not the operative adjudication of a dispute. Matched persons are mentions.,no,high,,,,crusade,low,
147331,1265,Clément IV (1265-1268),,"Edward I 'Longshanks', King of England (subject_or_mention) | Henry III, King of England (subject_or_mention) | Louis IX, Roi de France (subject_or_mention) | Simon de Montfort, 6th Earl of Leicester (subject_or_mention)","Clement IV gives legate Ottobono mandates concerning his legation to England, the preaching of the cross there, and the absolution of the bishops of London, Worcester, Lincoln and Ely (without restoring them to office, especially if they still adhere to Simon de Montfort). The operative matter is the legate's intervention in the English conflict between the royalists and Montfort's party (the dead/unmatched rebel principal); the document directs ecclesiastical measures. Matched persons are mentions.",yes,medium,mixed,medium,no,secular_territorial,medium,
147332,1265,Clément IV (1265-1268),,"Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","Clement IV mandates legate Cardinal Simon to pay 1000 Tours pounds to Pietro de Cassillaco, a Montpellier merchant, lent for the Sicilian business. A loan-repayment (fiscal) mandate; not a dispute. Charles is a mention.",no,high,,,,other,medium,loan repayment for Sicilian campaign finance
147333,1265,Clément IV (1265-1268),France,"Louis IX, Roi de France (subject_or_mention)","Clement IV mandates the archbishops, bishops, abbots and prelates of France to hold commended the hospital for poor blind men that Louis IX newly built at Paris in honour of St Remigius, and to aid its messengers when seeking alms. A mandate of support/commendation for a royal charitable foundation; not a dispute. Louis is a mention.",no,high,,,,ecclesiastical_property,medium,
147338,1173,Alexandre III (1159-1181),,"Guglielmo II di Sicilia, Re di Sicilia (subject_or_mention)","Alexander III rebukes the clergy and people of Oria (diocese of Brindisi) for giving ear to agitators against their archbishop of Brindisi and seditiously denying him due obedience, and commands obedience, noting King William of Sicily would resent disobedience. The live conflict is between the archbishop of Brindisi and the rebellious clergy/people of Oria; William of Sicily is mentioned only as the secular lord who would back the archbishop. Real disputants are ecclesiastical (archbishop v. clergy/people).",yes,medium,church_v_church,medium,no,ecclesiastical_appointments,high,
147349,1265,Clément IV (1265-1268),Italy,"Charles I Stephen d'Anjou, King of Naples and Sicily (addressee)","Clement IV tells Charles of Sicily he has decided to send the archbishop of Cosenza to Lombardy so that, with his help, the awaited French army can pass through Lombardy's territory. An administrative/strategic letter for the Sicilian campaign; not the operative adjudication of a dispute. Charles is the addressee.",no,high,,,,crusade,low,
147351,1265,Clément IV (1265-1268),,"Gilbert de Clare, 6th Earl of Gloucester and Hertford (beneficiary) | Edward I 'Longshanks', King of England (subject_or_mention) | Henry III, King of England (subject_or_mention)","Clement IV mandates legate Ottobono to absolve the excommunicated Earl Gilbert of Gloucester, since he steadfastly adhered to Edward (the king's firstborn) against Simon de Montfort and labored manfully for the king's liberation. The matter is set within the English civil war; the operative act here is the absolution of Gilbert from excommunication, a censure matter. The conflict (royalists v. Montfort, unmatched) is the backdrop.",no,medium,,,,excommunication,medium,
147352,1265,Clément IV (1265-1268),,"Henry III, King of England (subject_or_mention) | Edward I 'Longshanks', King of England (subject_or_mention)","Clement IV mandates legate Ottobono to depute two prelates to receive (with King Henry's consent) the one-year tithe of ecclesiastical revenues collected by England's bishops and prelates for the defence of the realm and English church, so it may be usefully applied to the defence and recovery that Edward pursues. The operative act is the administration of a clerical tithe for the realm's defence in the aftermath of the civil war; matched persons are mentions. Treated as church fiscal/administrative.",no,medium,,,,other,low,administration of clerical tithe for realm defence
147360,1171,Alexandre III (1159-1181),England,"Henry II 'Curtmantle' d'Anjou, King of England (addressee)","Alexander III reports to King Henry II of England how diligently archdeacon Reginald of Salisbury and Master David advanced his affairs at the curia, testifying to their fidelity. A testimonial/news letter; not a dispute. Henry is the addressee.",no,high,,,,other,medium,testimonial letter on envoys' diligence
147372,1169,Alexandre III (1159-1181),,"Henry of England, Duc de Normandie (subject_or_mention)","Alexander III writes to Prior Simon of Mont-Dieu and Bernard de Corilo regarding an embassy to King Henry II of England in the matter of Archbishop Thomas of Canterbury, who was despoiled of his church by the king; he instructs them to deliver admonitory letters and threaten ecclesiastical censure if the king persists. The live conflict is between Archbishop Thomas Becket and King Henry II (despoiling of the see); the matched person (here listed as Henry, Duke of Normandy, by id) is the king who is a principal disputant, but he appears as subject-of-mention while the addressees are the papal envoys.",yes,high,church_v_lay,high,no,ecclesiastical_appointments,medium,
147383,1265,Clément IV (1265-1268),Iberia,"Pedro III, Rey de AragÃ³n (addressee) | Jaime I, Rey de AragÃ³n (subject_or_mention)","Clement IV praises Peter, firstborn of Jaime I of Aragon, for his zeal against the Saracens at Murcia, where he has so straitened them that they cannot escape, and exhorts him to continue and to honour the Church. A letter of praise/exhortation on a Reconquista military success against the Muslims; not a dispute over the Church handling a two-party conflict. Domain is crusade (Reconquista). Matched persons are addressee/mention.",no,high,,,,crusade,high,
147384,1265,Clément IV (1265-1268),Iberia,"Jaime I, Rey de AragÃ³n (subject_or_mention)","Clement IV exhorts Jacob (Jaime), son of Jaime I of Aragon, recalling the great merits of his forebears for the faith and asking him to hold the Church in honour. A hortatory letter to a royal son; not a dispute. Jaime I is mentioned as the father.",no,high,,,,ecclesiastical_appointments,low,
147389,1265,Clément IV (1265-1268),England,"Henry III, King of England (addressee) | Edward I 'Longshanks', King of England (subject_or_mention)","Clement IV congratulates Henry III of England on his liberation and on God preserving his firstborn Edward unharmed amid the perils of captivity and conflicts, and admonishes him to rule with clemency, to show mercy to his persecutors, and not to lay hands on the prelates of his realm. A letter of congratulation and admonition to mercy following the English civil war's end; the past conflict (with Montfort) is recited as background, not the operative live matter. Matched persons are addressee/mention.",no,medium,,,,other,low,letter of congratulation and admonition to clemency
147395,1265,Clément IV (1265-1268),England,"Gilbert de Clare, 6th Earl of Gloucester and Hertford (addressee) | Edward I 'Longshanks', King of England (subject_or_mention) | Henry III, King of England (subject_or_mention)","Clement IV congratulates Earl Gilbert of Gloucester for having effectively worked toward the liberation of Edward, firstborn of Henry III, and admonishes him to assist the king steadfastly against the realm's persecutors and to cherish Edward. A letter of congratulation/admonition after the English civil war; the conflict is recited as background, not the operative live matter. Matched persons are addressee/mentions.",no,medium,,,,other,low,letter of congratulation and admonition
147400,1265,Clément IV (1265-1268),England,"Edward I 'Longshanks', King of England (addressee) | Henry III, King of England (subject_or_mention)","Clement IV congratulates Edward, firstborn of Henry III, on his deliverance from the servitude of shameful captivity, and asks him to be lenient to the realm's inhabitants in remitting offences, not to be led into cruelty, but to bind them as friends by benefits. A letter of congratulation/admonition to clemency after the English civil war; the conflict is background, not the operative live matter. Matched persons are addressee/mention.",no,medium,,,,other,low,letter of congratulation and admonition to clemency
147410,1161,Alexandre III (1159-1181),,"Henry II 'Curtmantle' d'Anjou, King of England (requestor)","Alexander III informs the abbot and chapter of Westminster that, at the request of King Henry II of England and themselves, he has canonized King Edward (the Confessor) and inscribed him among the saints. A canonization act; not a dispute. Henry is the requestor.",no,high,,,,ecclesiastical_appointments,medium,
147411,1161,Alexandre III (1159-1181),England,"Henry II 'Curtmantle' d'Anjou, King of England (requestor)","Alexander III announces to the clergy of England the canonization of St Edward, king of England, made at the request of King Henry II and themselves. A canonization act (general announcement); not a dispute. Henry is the requestor.",no,high,,,,ecclesiastical_appointments,medium,
147429,1202,Innocent III (1198-1216),,"Otto IV von Braunschweig, Holy Roman Emperor (subject_or_mention)","Innocent III complains to a bishop about the defiance of Archbishop Ludolf of Magdeburg toward the ban imposed by the legate for disobedience in the throne dispute (between Otto IV and Philip of Swabia), and gives the addressee various commissions in the matter. The live conflict is the disobedience of the archbishop of Magdeburg (church discipline within the imperial throne dispute); Otto IV is mentioned only as the elect the pope backs. Real conflict: papacy/legate v. the rebellious archbishop.",yes,medium,church_v_church,medium,no,ecclesiastical_appointments,medium,
147430,1202,Innocent III (1198-1216),,"Philip von Hohenstaufen, Duke of Swabia (subject_or_mention)",Innocent III orders an unnamed bishop to summon Archbishop Aymon of Tarentaise to Rome for having presumptuously crowned Philip of Swabia king (usurping the right belonging to the archbishop of Cologne). The live conflict is the pope/Church proceeding against the archbishop of Tarentaise for the unlawful coronation; Philip is mentioned as the one wrongly crowned. The dispute is over ecclesiastical authority (coronation right) and the archbishop's offence.,yes,medium,church_v_church,medium,no,ecclesiastical_appointments,medium,
147432,1265,Clément IV (1265-1268),France,Marguerite de Provence (addressee) | Eleanor of Provence (addressee),"Clement IV excuses himself to Queen Margaret of France (and in the same form to the Queen of England, Eleanor) for not yet having sent his notary Berard to her. A courtesy/excuse letter; not a dispute. Both matched persons are addressees.",no,high,,,,other,medium,courtesy / excuse letter to queens
147434,1265,Clément IV (1265-1268),,"Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention) | Louis IX, Roi de France (subject_or_mention)","Clement IV writes to legate Cardinal Simon about the miserable plight of Charles of Sicily, criticizing his approach and judging the proposed ways (a new tithe, seeking a loan in England) very difficult. An advisory/financial letter about the Sicilian campaign; not the operative adjudication of a dispute. Matched persons are mentions.",no,high,,,,crusade,low,
147435,1265,Clément IV (1265-1268),,"Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","Clement IV leaves to Cardinal Riccardo Annibaldi's discretion whether to go to Charles of Sicily, who desires his presence, and to find out the king's plans. An administrative/discretionary letter; not a dispute. Charles is a mention.",no,high,,,,other,medium,administrative letter on a cardinal's mission
